target_kw,mp_id,donor_mp_id,injected_daily_kwh,injected_peak_kw,night_noise_kwh_slot,recovered,donor_based
0.8,45975,64501,1.340035319328308,3.289126396179199,0.0252,0,True
0.8,48676,39692,4.295055866241455,2.189970016479492,0.003,0,True
0.8,97973,39692,4.102869033813477,2.2149364948272705,0.0119,0,True
0.8,85829,64501,1.3676867485046387,3.638685703277588,0.0015,0,True
0.8,86608,64665,2.1172597408294678,5.378322601318359,0.0133,0,True
0.8,115972,38247,1.736058235168457,4.240179538726807,0.0089,0,True
0.8,36996,135734,2.6233696937561035,1.8789935111999512,0.0178,0,True
0.8,39619,53638,75.44676208496094,4.836118221282959,0.003,0,True
0.8,54528,52540,17.863601684570312,2.7573843002319336,0.0074,0,True
0.8,54506,64665,1.9051954746246338,5.526321887969971,0.0015,0,True
0.8,42564,72042,1.9215930700302124,2.3302855491638184,0.0148,0,True
0.8,98956,64501,1.3944536447525024,3.384187936782837,0.0089,0,True
0.8,54310,136990,3.305129289627075,3.785090684890747,0.0104,0,True
0.8,44226,53638,79.7745590209961,4.953176498413086,0.0133,1,True
0.8,39749,80759,7.554411888122559,1.8360064029693604,0.0067,0,True
0.8,146626,52540,34.893680572509766,2.2111101150512695,0.0044,0,True
0.8,38241,38247,2.127138137817383,3.6196706295013428,0.0193,0,True
0.8,117851,64665,2.0415098667144775,5.610322952270508,0.0178,0,True
0.8,144150,37255,1.4463883638381958,2.744326591491699,0.0059,0,True
0.8,144891,72042,1.5626320838928223,2.546109199523926,0.0074,0,True
0.8,42735,37255,1.6995567083358765,2.848593235015869,0.0089,0,True
0.8,46633,80759,7.051290988922119,1.7237778902053833,0.0059,0,True
0.8,126705,135734,2.3660154342651367,1.9553871154785156,0.0,0,True
0.8,85104,134329,4.569375514984131,2.489675521850586,0.0044,0,True
0.8,93082,53638,79.07072448730469,4.963293552398682,0.0119,1,True
0.8,137648,94429,1.3088874816894531,2.514671564102173,0.0133,0,True
0.8,42224,94429,1.4010396003723145,2.6042144298553467,0.0104,0,True
0.8,49541,134329,4.314793586730957,2.450199842453003,0.0934,0,True
0.8,89262,64501,1.2705609798431396,3.2147514820098877,0.0119,0,True
0.8,36788,80759,8.403814315795898,1.7550848722457886,0.0059,0,True
0.8,136911,135734,2.4276697635650635,1.8789935111999512,0.0237,0,True
0.8,99224,37255,1.4253736734390259,2.8011958599090576,0.0,0,True
0.8,100701,72042,1.8853049278259277,2.3555827140808105,0.003,0,True
0.8,116338,64501,1.4023463726043701,3.3429620265960693,0.003,0,True
0.8,132786,52540,24.43633270263672,3.209869146347046,0.0089,0,True
0.8,106235,122261,2.123433828353882,2.970087766647339,0.0193,0,True
0.8,122375,63027,4.322082042694092,2.5713448524475098,0.0,0,True
0.8,139290,135734,2.44071102142334,1.9553871154785156,0.0133,0,True
0.8,56566,64665,2.079124689102173,5.4777445793151855,0.0,0,True
0.8,121879,64501,1.5242319107055664,2.9378821849823,0.0074,0,True
0.8,139749,38247,1.5812476873397827,3.6196706295013428,0.0,0,True
0.8,98336,135734,2.0990936756134033,1.8986783027648926,0.0341,0,True
0.8,134077,135734,2.3364381790161133,1.983720302581787,0.0267,1,True
0.8,64048,122261,2.2993571758270264,2.5398709774017334,0.0059,0,True
0.8,86637,64501,1.3064285516738892,3.27894926071167,0.0148,0,True
0.8,43571,72042,1.929226040840149,2.3302853107452393,0.0015,0,True
0.8,132675,64501,1.4056804180145264,3.246164321899414,0.0059,0,True
0.8,133664,80759,7.365388870239258,1.783613920211792,0.0504,0,True
